"","Fecha","Precio"
"1567",2018-12-31,3866.839111
"1568",2019-01-01,3746.713379
"1569",2019-01-02,3849.216309
"1570",2019-01-03,3931.048584
"1571",2019-01-04,3832.040039
"1572",2019-01-05,3851.973877
"1573",2019-01-06,3836.519043
"1574",2019-01-07,4078.584961
"1575",2019-01-08,4028.472168
"1576",2019-01-09,4031.552002
"1577",2019-01-10,4034.411377
"1578",2019-01-11,3674.015381
"1579",2019-01-12,3686.973145
"1580",2019-01-13,3658.868164
"1581",2019-01-14,3557.311035
"1582",2019-01-15,3704.216309
"1583",2019-01-16,3631.509766
"1584",2019-01-17,3651.871094
"1585",2019-01-18,3677.990479
"1586",2019-01-19,3652.37793
"1587",2019-01-20,3725.446045
"1588",2019-01-21,3600.372803
"1589",2019-01-22,3575.081299
"1590",2019-01-23,3605.557129
"1591",2019-01-24,3584.500244
"1592",2019-01-25,3607.390381
"1593",2019-01-26,3599.715332
"1594",2019-01-27,3604.687256
"1595",2019-01-28,3584.283203
"1596",2019-01-29,3468.870117
"1597",2019-01-30,3443.896973
"1598",2019-01-31,3485.40918
"1599",2019-02-01,3460.547119
"1600",2019-02-02,3484.625977
"1601",2019-02-03,3516.139648
"1602",2019-02-04,3467.21167
"1603",2019-02-05,3454.950928
"1604",2019-02-06,3469.091797
"1605",2019-02-07,3414.929443
"1606",2019-02-08,3401.376465
"1607",2019-02-09,3671.585938
"1608",2019-02-10,3673.201416
"1609",2019-02-11,3695.613037
"1610",2019-02-12,3642.751953
"1611",2019-02-13,3653.604004
"1612",2019-02-14,3631.170166
"1613",2019-02-15,3617.368408
"1614",2019-02-16,3615.270264
"1615",2019-02-17,3633.359375
"1616",2019-02-18,3671.369873
"1617",2019-02-19,3911.661621
"1618",2019-02-20,3946.685059
"1619",2019-02-21,4000.256836
"1620",2019-02-22,3952.406494
"1621",2019-02-23,3998.91626
"1622",2019-02-24,4145.458008
"1623",2019-02-25,3807.002441
"1624",2019-02-26,3878.697266
"1625",2019-02-27,3857.479736
"1626",2019-02-28,3848.261963
"1627",2019-03-01,3853.75708
"1628",2019-03-02,3855.318115
"1629",2019-03-03,3862.266113
"1630",2019-03-04,3845.091553
"1631",2019-03-05,3759.83252
"1632",2019-03-06,3897.081055
"1633",2019-03-07,3903.384766
"1634",2019-03-08,3913.22583
"1635",2019-03-09,3894.55249
"1636",2019-03-10,3966.174316
"1637",2019-03-11,3953.740234
"1638",2019-03-12,3903.758301
"1639",2019-03-13,3913.047363
"1640",2019-03-14,3905.576904
"1641",2019-03-15,3926.66333
"1642",2019-03-16,3963.900146
"1643",2019-03-17,4047.719482
